URN,LAESTAB,School name,Ofsted phase,Type of education,Sixth form,Designated religious character,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,The income deprivation affecting children index (IDACI) quintile,Total pupils,Inspection date,Overall effectiveness,16 to 19 study programmes,Early years provision (where applicable),Outcomes for children and learners,"Quality of teaching, learning and assessment","Personal development, behaviour and welfare",Effectiveness of leadership and management,Previous full inspection date,Previous full inspection overall effectiveness,Previous 16 to 19 study programmes,Previous early years provision (where applicable),Previous outcomes for children and learners,"Previous quality of teaching, learning and assessment","Previous personal development, behaviour and welfare",Previous effectiveness of leadership and management
105577,3524762,St Matthew's RC High School,Secondary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Manchester,Blackley and Broughton,M40 0EW,5,1158,23/09/2015,3,9,9,3,3,3,3,27/09/2012,2,9,9,2,2,9,1
105581,3524768,The Barlow RC High School and Specialist Science College,Secondary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Manchester,"Manchester, Withington",M20 6BX,5,880,01/12/2016,3,9,9,3,3,2,3,17/10/2012,2,9,9,2,2,9,2
105584,3525200,St Kentigern's RC Primary,Primary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Manchester,"Manchester, Gorton",M14 7ED,5,415,01/10/2015,3,9,2,3,2,2,2,14/05/2014,4,9,9,4,4,9,3
105602,3527007,Manchester Hospital Schools and Home Teaching Service,Special,Community Special School,Has a sixth form,Does not apply,North West,North West,Manchester,Manchester Central,M13 9WL,NULL,163,02/05/2013,1,9,9,1,1,9,1,06/10/2009,2,2,2,2,2,9,2
105604,3527014,Buglawton Hall School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,Congleton,CW12 3PQ,1,11,18/06/2014,2,9,9,2,2,9,2,28/02/2013,4,9,9,3,3,9,4
105606,3527023,Camberwell Park Specialist Support School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,Manchester Central,M40 9GJ,5,104,21/06/2013,1,9,9,1,1,9,1,05/05/2010,1,9,1,1,2,9,1
105608,3527029,Lancasterian School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,"Manchester, Withington",M20 2XA,5,108,02/04/2014,1,9,9,1,1,9,1,25/02/2010,1,9,1,2,2,9,1
105613,3527041,The Birches School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,"Manchester, Withington",M20 2XZ,5,142,12/07/2012,1,9,8,1,1,9,1,09/07/2009,1,9,1,1,1,9,1
105614,3527042,Meade Hill School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,Blackley and Broughton,M9 6GN,5,86,28/02/2013,2,9,9,2,2,9,2,21/01/2011,3,9,9,3,2,9,2
105616,3527047,Rodney House School,Special,Community Special School,Not applicable,Does not apply,North West,North West,Manchester,"Manchester, Gorton",M12 4WF,5,29,25/10/2012,1,9,9,1,1,9,1,24/03/2010,1,9,1,1,1,9,1
105622,3527055,Grange School,Special,Community Special School,Has a sixth form,Does not apply,North West,North West,Manchester,"Manchester, Gorton",M12 4GR,5,171,05/06/2014,2,9,9,2,2,9,2,15/11/2012,3,9,9,3,3,9,3
